Brand,Model Name,Price,Rating,SIM Type,Hybrid Sim Slot,Touchscreen,Display_size,Operating System,Processor Core,Internal Storage,Primary Camera,Secondary Camera,Network Type,Bluetooth Version,Wi-Fi,GPS Support,SIM Size,Battery Capacity,Width,Height,Weight,SIM Type,Hybrid Sim Slot,Dual Camera Lens,Color
Nokia,"150 Dual Sim Keypad Mobile,Wireless FM radio, Bluetooth, MP3 player",2495,4.1,Dual Sim,No,No,2.4,Series 30+,,4 MB,0.3MP Rear Camera,,2G,v3.0,No,No,Mini SIM,1020 mAh,50.5 mm,132 mm,90.5 g,Dual Sim,No,,Black
vivo,Y35,16290,4.4,Dual Sim,No,Yes,6.58,Android 12,Octa Core,128 GB,50MP + 2MP + 2MP,16MP Front Camera,"4G, 3G, 2G",v5.0,Yes,Yes,Nano Sim,5000 mAh,76.1 mm,164.3 mm,188 g,Dual Sim,No,Primary Camera,Dawn Gold
Infinix,Hot 20 5G,15321,4.1,Dual Sim,No,Yes,6.6,Android 12,Octa Core,128 GB,50MP + AI Lens,8MP Front Camera,"5G, 4G, 3G, 2G",v5.0,Yes,Yes,Nano Sim,5000 mAh,76.45 mm,166.25 mm,204 g,Dual Sim,No,,Racing Black
Nothing,Phone (1),42999,4.3,Dual Sim,No,Yes,6.55,Android 12,Octa Core,256 GB,50MP + 50MP,16MP Front Camera,"5G, 4G, 3G, 2G",v5.2,Yes,Yes,Nano Sim,4500 mAh,76 mm,159 mm,194 g,Dual Sim,No,Primary Camera,White
Tecno,POP 7 Pro,7489,4.1,Dual Sim,No,Yes,6.56,Android 12,Octa Core,64 GB,13MP Rear Camera,,"4G VOLTE, 4G, 3G",,,,Nano Sim,5000 mAh,76 mm,159 mm,194 g,Dual Sim,No,,Uyuni Blue
Peace,P3,749,3.7,Dual Sim,No,No,1.8,,,64 MB,0.3MP Rear Camera,,2G,,,,Nano Sim,850 mAh,76 mm,159 mm,194 g,Dual Sim,No,,Red & Black
itel,A60S,7089,4.1,Dual Sim,No,Yes,6.6,Android Q 12,Octa Core,128 GB,8MP Rear Camera,,4G,,,,,5000 mAh,76 mm,159 mm,194 g,Dual Sim,No,Primary Camera,Moonlit Violet
Micromax,X809,1299,3.7,Dual Sim,No,No,2.8,,,32 MB,1MP Rear Camera,,2G,,,,,1000 mAh,76 mm,159 mm,194 g,Dual Sim,No,,Black
REDMI,Note 10S,14999,4.4,Dual Sim,No,Yes,6.43,Android 11,Octa Core,64 GB,64MP + 8MP + 2MP + 2MP,13MP Front Camera,"4G VOLTE, 4G, 3G, 2G",V5.0,Yes,Yes,Nano Sim,5000 mAh,74.5 mm,160.46 mm,178.8 g,Dual Sim,No,Primary Camera,Frost White
KARBONN,K140 Pop,899,3.9,Dual Sim,No,No,1.8,,,32 MB,0.3MP Rear Camera,,2G,,,,,1000 mAh,74.5 mm,160.46 mm,178.8 g,Dual Sim,No,,Red
UiSmart,Ui-06,1599,4,Dual Sim,No,No,1.77,0,,256 MB,0.01MP Rear Camera,,2G,,No,,Normal,1050 mAh,,,25 g,Dual Sim,No,,Gold
REDMI,10,10999,4.3,Dual Sim,No,Yes,6.7,Android 11,Octa Core,64 GB,50MP + 2MP,5MP Front Camera,"4G VOLTE, 4G, 3G, 2G",v5.0,Yes,Yes,Nano Sim,6000 mAh,76.56 mm,169.59 mm,203 g,Dual Sim,No,Primary Camera,Caribbean Green
Infinix,Zero 5G 2023 TURBO,19999,4.1,Dual Sim,No,Yes,6.78,Android 12,Octa Core,256 GB,50MP + 2MP + 2MP,16MP Front Camera,"5G, 4G VOLTE, 4G, 3G, 2G",v5.1,Yes,Yes,Nano Sim,5000 mAh,76.53 mm,168.73 mm,199 g,Dual Sim,No,Primary Camera,Pearly White
I,Z19Pro,7679,3.3,Dual Sim,Yes,Yes,6.5,Android Q 11.0,Quad Core,64 GB,13MP Rear Camera,8MP Front Camera,4G VOLTE,,Yes,,,5000 mAh,,,300 g,Dual Sim,Yes,Primary Camera,Blue
realme,C30,6499,4.1,Dual Sim,No,Yes,6.5,Android 11,Octa Core,32 GB,8MP Rear Camera,5MP Front Camera,"4G VOLTE, 4G, 3G, 2G",v5.0,,Yes,Nano Sim,5000 mAh,75.6 mm,164.1 mm,182 g,Dual Sim,No,,Denim Black
vivo,T1 44W,17999,4.3,Dual Sim,Yes,Yes,6.44,Android 12,Octa Core,128 GB,50MP + 2MP + 2MP,16MP Front Camera,"4G, 3G, 2G",v5.1,,Yes,Nano Sim,5000 mAh,73.79 mm,160.8 mm,182 g,Dual Sim,Yes,Primary Camera,Starry Sky
Nokia,"225 4G DS Keypad Mobile with Long Battery Life,Built-in Camera",3999,3.7,Dual Sim,No,No,2.4,Series 30+,,128 MB,0.3MP Rear Camera,,"4G VOLTE, 3G, 2G",v5.0,No,No,Nano,1150 mAh,51 mm,124.7 mm,91 g,Dual Sim,No,,Black
REDMI,REDMI NOTE 10 LITE,12640,4.2,Dual Sim,Yes,Yes,6.67,Android Q 10,Dual Core,128 GB,48MP Rear Camera,,4G,,,,Nano,5020 mAh,51 mm,124.7 mm,91 g,Dual Sim,Yes,Primary Camera,Glacier White
vivo,T1 44W,17999,4.3,Dual Sim,Yes,Yes,6.44,Android 12,Octa Core,128 GB,50MP + 2MP + 2MP,16MP Front Camera,"4G, 3G, 2G",v5.1,,Yes,Nano Sim,5000 mAh,73.79 mm,160.8 mm,182 g,Dual Sim,Yes,Primary Camera,Midnight Galaxy
OnePlus,10R,30490,4.3,Dual Sim,No,Yes,6.7,Android 12,Octa Core,128 GB,50MP Rear Camera,,5G,,,,Nano Sim,5000 mAh,73.79 mm,160.8 mm,182 g,Dual Sim,No,,Sierra Black
LAVA,Flip,2090,4.1,Dual Sim,No,No,2.4,,,56 MB,0.08MP Rear Camera,,2G,,,,STANDARD,1200 mAh,,,96 g,Dual Sim,No,,Red
REDMI,12C,10890,3.7,Dual Sim,No,Yes,6.71,Android 12.0,,6 GB,50MP Rear Camera,,4G,,,,STANDARD,5000 mAh,,,96 g,Dual Sim,No,Primary Camera,Matte Black
HOTLINE,CLASSIC,649,2.9,Dual Sim,No,No,1.77,Android 12.0,,32 MB,1.3MP Rear Camera,,2G,,,,Normal,800 mAh,,,96 g,Dual Sim,No,Primary Camera,Green
Nokia,"3310 Dual SIM Keypad Mobile with MP3 Player, FM Radio & Rear Camera",3799,3.9,Dual Sim,No,No,2.4,0,,16 MB,2MP Rear Camera,,2G,3,,,,1200 mAh,51 mm,115.6 mm,,Dual Sim,No,,Warm Red
I,K26,749,3.5,Dual Sim,No,No,1.77,,,32 MB,0.3MP Rear Camera,,2G,,,,Normal,1000 mAh,12 mm,160 mm,0.2 g,Dual Sim,No,,Pink
APPLE,iPhone 14 Plus,73999,4.6,Dual Sim(Nano + eSIM),No,Yes,6.7,iOS 16,Hexa Core,128 GB,12MP + 12MP,12MP Front Camera,"5G, 4G VOLTE, 4G, 3G, 2G",v5.3,Yes,Yes,Nano Sim + eSIM,1000 mAh,78.1 mm,160.8 mm,203 g,Dual Sim(Nano + eSIM),No,Primary Camera,(PRODUCT)RED
vivo,Y35,16999,4.4,Dual Sim,No,Yes,6.58,Android 12,Octa Core,128 GB,50MP + 2MP + 2MP,16MP Front Camera,"4G, 3G, 2G",v5.0,,Yes,Nano Sim,5000 mAh,76.1 mm,164.3 mm,188 g,Dual Sim,No,Primary Camera,Agate Black
vivo,Y16,10975,4.3,Dual Sim,No,Yes,6.51,Android 12,Octa Core,64 GB,13MP + 2MP,5MP Front Camera,"4G, 3G, 2G",v5.0,,Yes,Nano Sim,5000 mAh,75.55 mm,163.95 mm,183 g,Dual Sim,No,Primary Camera,Steller Black
SAMSUNG,Galaxy M04,8875,4.1,Dual Sim,No,Yes,6.5,Android 12,Octa Core,128 GB,13MP + 2MP,,4G,,Yes,,Nano,5000 mAh,76 mm,164 mm,188 g,Dual Sim,No,Primary Camera,Dark Blue
itel,IT2163,1149,4.1,Dual Sim,No,No,1.8,,Single Core,4 MB,,,2G,v2.1,No,No,mini SIM + mini SIM,1000 mAh,49.5 mm,115 mm,75.7 g,Dual Sim,No,,Black
Tecno,Camon20 Predawn 64MP Rear Camera,15499,4.2,Dual Sim,No,Yes,6.67,Android 13,Octa Core,256 GB,64MP + 2MP,32MP Front Camera,"4G VOLTE, 4G",,Yes,Yes,Nano-SIM,5000 mAh,49.5 mm,115 mm,75.7 g,Dual Sim,No,Primary Camera,Predawn Black
APPLE,iPhone 14 Pro Max,127999,4.6,Dual Sim(Nano + eSIM),No,Yes,6.7,iOS 16,Hexa Core,128 GB,48MP + 12MP + 12MP,12MP Front Camera,"5G, 4G VOLTE, 4G, 3G, 2G",v5.3,Yes,Yes,Nano Sim + eSIM,4323 mAh,77.6 mm,160.7 mm,240 g,Dual Sim(Nano + eSIM),No,Primary Camera,Gold
SAMSUNG,Galaxy F54 5G,29999,4.1,Dual Sim,Yes,Yes,6.7,Android 13,Octa Core,256 GB,108MP + 8MP + 2MP,32MP Front Camera,"5G, 4G, 3G, 2G",v5.3,Yes,Yes,Nano Sim,6000 mAh,77.3 mm,164.9 mm,199 g,Dual Sim,Yes,Primary Camera,Stardust Silver
realme,GT 2,24999,4.3,Dual Sim,No,Yes,6.62,Android 12,Octa Core,128 GB,50MP + 8MP + 2MP,16MP Front Camera,"5G, 4G, 3G, 2G",v5.2,,Yes,Nano Sim,5000 mAh,75.8 mm,162.9 mm,199.8 g,Dual Sim,No,Primary Camera,Paper White
Nokia,"105 Single SIM, Keypad Mobile Phone with Wireless FM Radio",1599,4.1,Dual Sim,No,No,1.77,Symbian,,32 MB,,0MP Front Camera,2G,,No,No,Mini Sim,800 mAh,49.9 mm,115.2 mm,51 g,Dual Sim,No,,Blue
REDMI,REDMI 10 Power,12599,4.2,Dual Sim,No,Yes,6.7,Android 13,Octa Core,128 GB,50MP Rear Camera,5MP Front Camera,4G VOLTE,,,,Mini Sim,6000 mAh,49.9 mm,115.2 mm,51 g,Dual Sim,No,Primary Camera,Power Black
SAMSUNG,Galaxy F13,11999,4.3,Dual Sim,No,Yes,6.6,Android 12,Octa Core,128 GB,50MP + 5MP + 2MP,8MP Front Camera,"4G, 3G, 2G",v5.0,Yes,Yes,Nano Sim,6000 mAh,76.9 mm,165.4 mm,207 g,Dual Sim,No,Primary Camera,Sunrise Copper
UiSmart,Ui-06,1599,4,Dual Sim,No,No,1.77,0,,256 MB,0.01MP Rear Camera,,2G,,No,,Full Sim Size,1050 mAh,8 mm,150 mm,40 g,Dual Sim,No,,White
IQOO,Neo 7 5G,30998,4.4,Dual Sim,No,Yes,6.78,Android 13,Octa Core,128 GB,64MP Rear Camera,,"5G, 4G VOLTE",,,,Full Sim Size,5000 mAh,8 mm,150 mm,40 g,Dual Sim,No,Primary Camera,Interstellar Black
UiSmart,Ui-06,1650,4,Dual Sim,No,No,1.77,0,,256 MB,0.01MP Rear Camera,,2G,,No,,Normal,1050 mAh,,,70 g,Dual Sim,No,,Black
I,K26,749,3.5,Dual Sim,No,No,1.77,,,32 MB,0.3MP Rear Camera,,2G,,,,Normal,1000 mAh,12 mm,161 mm,0.2 g,Dual Sim,No,,Pink
SAMSUNG,Galaxy M14 5G,15290,4.2,Dual Sim,No,Yes,6.6,Android Android 13.0,Octa Core,128 GB,50MP Rear Camera,,"5G, 4G VOLTE",,,,Normal,6000 mAh,12 mm,161 mm,0.2 g,Dual Sim,No,Primary Camera,Berry Blue
APPLE,iPhone 13 Pro,99999,4.7,Dual Sim,No,Yes,6.1,iOS 15,Hexa Core,512 GB,12MP + 12MP + 12MP,12MP Front Camera,"5G, 4G, 3G, 2G",v5.0,Yes,Yes,Nano + eSIM,6000 mAh,71.5 mm,146.7 mm,203 g,Dual Sim,No,Primary Camera,Silver
vivo,T1 44W,19999,4.4,Dual Sim,Yes,Yes,6.44,Android 12,Octa Core,128 GB,50MP + 2MP + 2MP,16MP Front Camera,"4G, 3G, 2G",v5.1,Yes,Yes,Nano Sim,5000 mAh,73.79 mm,160.8 mm,182 g,Dual Sim,Yes,Primary Camera,Starry Sky
Infinix,Zero 20,17999,4.1,Dual Sim,No,Yes,6.7,Android 12,Octa Core,128 GB,108MP + 13MP + 2MP,60 MP with OIS,"4G, 3G, 2G",v5.0,Yes,Yes,Nano Sim,4500 mAh,76.66 mm,164.43 mm,196 g,Dual Sim,No,Primary Camera,DEEP GRAY
realme,GT 2,28999,4.3,Dual Sim,No,Yes,6.62,Android 12,Octa Core,256 GB,50MP + 8MP + 2MP,16MP Front Camera,"5G, 4G, 3G, 2G",v5.2,,Yes,Nano Sim,5000 mAh,75.8 mm,162.9 mm,199.8 g,Dual Sim,No,Primary Camera,Paper White
APPLE,Iphone 15,79900,4.8,Dual Sim(Nano + eSIM),No,Yes,6.1,iOS 17,Hexa Core,128 GB,48MP + 12MP,12MP Front Camera,"5G, 4G VOLTE, 4G, 3G, 2G",v5.3,Yes,Yes,Nano Sim + eSIM,5000 mAh,71.6 mm,147.6 mm,171 g,Dual Sim(Nano + eSIM),No,Primary Camera,Yellow
APPLE,iPhone 14,74999,4.6,Dual Sim(Nano + eSIM),No,Yes,6.1,iOS 16,Hexa Core,256 GB,12MP + 12MP,12MP Front Camera,"5G, 4G VOLTE, 4G, 3G, 2G",v5.3,Yes,Yes,Nano Sim + eSIM,5000 mAh,71.5 mm,146.7 mm,172 g,Dual Sim(Nano + eSIM),No,Primary Camera,Starlight
KARBONN,K140 Pop,999,3.9,Dual Sim,No,No,1.8,,,32 MB,0.3MP Rear Camera,,2G,,,,,1000 mAh,71.5 mm,146.7 mm,172 g,Dual Sim,No,,Blue
realme,GT 2,28999,4.3,Dual Sim,No,Yes,6.62,Android 12,Octa Core,256 GB,50MP + 8MP + 2MP,16MP Front Camera,"5G, 4G, 3G, 2G",v5.2,,Yes,Nano Sim,5000 mAh,75.8 mm,162.9 mm,199.8 g,Dual Sim,No,Primary Camera,Steel Black
itel,IT2163,1149,4.1,Dual Sim,No,No,1.8,,Single Core,4 MB,,,2G,v2.1,No,No,Mini SIM + Mini SIM,1000 mAh,49.5 mm,115 mm,75.7 g,Dual Sim,No,,Army Green
REDMI,A1+,6299,4.2,Dual Sim,No,Yes,6.52,Android 12 Go,Quad Core,32 GB,8MP Rear Camera,5MP Front Camera,"4G VOLTE, 4G, 3G, 2G",v5.0,Yes,Yes,Nano Sim,5000 mAh,76.75 mm,164.9 mm,192 g,Dual Sim,No,Primary Camera,Light Blue
Nokia,105 SS 2023,1499,3.9,Single Sim,No,No,1.8,Series 30+,,4 MB,8MP Rear Camera,5MP Front Camera,2G,,,,Nano Sim,1000 mAh,76.75 mm,164.9 mm,192 g,Single Sim,No,Primary Camera,Charcoal
IQOO,Z7s 5G,18990,4.3,Dual Sim,No,Yes,6.38,Android Android Funtouch OS 13 Based On Android 13,Octa Core,128 GB,64MP Rear Camera,,5G,,,,Nano Sim,4500 mAh,76.75 mm,164.9 mm,192 g,Dual Sim,No,Primary Camera,Pacific Night
KARBONN,K310i,969,3.7,Dual Sim,No,No,1.8,Android Android Funtouch OS 13 Based On Android 13,Octa Core,10 MB,,,2G,,,,,800 mAh,76.75 mm,164.9 mm,192 g,Dual Sim,No,,Blue
Infinix,Hot 12 Pro,10999,4.2,Dual Sim,No,Yes,6.6,Android 12,Octa Core,64 GB,50 MP + Depth Lens,8MP Front Camera,"4G, 3G, 2G",v5.0,Yes,Yes,Nano Sim,5000 mAh,75.75 mm,164.22 mm,191 g,Dual Sim,No,,Electric Blue
SAMSUNG,Guru Music 2,2299,4,Dual Sim,No,No,2,1,Single Core,0 MB,,0MP Front Camera,2G,0,No,No,Full Size SIM,800 mAh,0 mm,150 mm,74.98 g,Dual Sim,No,,Blue
REDMI,10,10999,4.2,Dual Sim,No,Yes,6.7,Android 11,Octa Core,128 GB,50MP + 2MP,5MP Front Camera,"4G VOLTE, 4G, 3G, 2G",v5.0,Yes,Yes,Nano Sim,6000 mAh,76.56 mm,169.59 mm,203 g,Dual Sim,No,Primary Camera,Midnight Black
Infinix,Hot 12 Pro,10999,4.2,Dual Sim,No,Yes,6.6,Android 12,Octa Core,64 GB,50 MP + Depth Lens,8MP Front Camera,"4G, 3G, 2G",v5.0,Yes,Yes,Nano Sim,5000 mAh,75.75 mm,164.22 mm,191 g,Dual Sim,No,,Racing Black
itel,S23,8599,3.7,Dual Sim,Yes,Yes,6.5,Android Q 12,Octa Core,128 GB,50MP Rear Camera,,4G,,,,Nano Sim,5000 mAh,75.75 mm,164.22 mm,191 g,Dual Sim,Yes,Primary Camera,Graphite Black
realme,GT 2,24999,4.3,Dual Sim,No,Yes,6.62,Android 12,Octa Core,128 GB,50MP + 8MP + 2MP,16MP Front Camera,"5G, 4G, 3G, 2G",v5.2,,Yes,Nano Sim,5000 mAh,75.8 mm,162.9 mm,199.8 g,Dual Sim,No,Primary Camera,Paper Green
itel,P40,6999,4.1,Dual Sim,No,Yes,6.6,Android Q,Octa Core,64 GB,13MP Rear Camera,,"4G VOLTE, 4G",,,,Nano Sim,6000 mAh,75.8 mm,162.9 mm,199.8 g,Dual Sim,No,,Force Black
DIZO,Star 300,1338,3.9,Dual Sim,No,No,1.77,,,32 MB,0.3MP Rear Camera,,2G,,,,Micro SIM + Micro SIM,2550 mAh,52 mm,119.5 mm,105 g,Dual Sim,No,,Blue
Infinix,Note 12 Pro 5G,18999,4.1,Dual Sim,No,Yes,6.7,Android 12,Octa Core,128 GB,108MP + 2MP (Depth) + 2MP (Macro),16MP Front Camera,"5G, 4G, 3G, 2G",v5.0,Yes,Yes,Nano Sim,5000 mAh,76.9 mm,164.67 mm,188 g,Dual Sim,No,,Force Black
APPLE,iPhone 12,51999,4.6,Dual Sim,No,Yes,6.1,iOS 14,,128 GB,12MP + 12MP,12MP Front Camera,"5G, 4G, 3G, 2G",v5.0,Yes,Yes,Nano + eSIM,5000 mAh,71.5 mm,146.7 mm,162 g,Dual Sim,No,Primary Camera,Green
POCO,M3,10990,4.3,Dual Sim,No,Yes,6.53,Android 10,Octa Core,64 GB,48MP + 2MP + 2MP,8MP Front Camera,"4G VOLTE, 4G, 3G, 2G",v5.0,Yes,Yes,Nano,6000 mAh,77.3 mm,162.3 mm,197 g,Dual Sim,No,Primary Camera,Power Black
Tecno,Camon 20 Pro,21999,4.2,Dual Sim,No,Yes,6.67,Android 13,Octa Core,256 GB,64MP + 2MP + 2MP,32MP Front Camera,"5G, 4G VOLTE, 4G",5.2,Yes,Yes,Nano-SIM,5000 mAh,,,193 g,Dual Sim,No,Primary Camera,Dark Welkin
APPLE,iPhone SE 3rd Gen,32699,4.4,Dual Sim(Nano + eSIM),No,Yes,4.7,iOS 15,Hexa Core,64 GB,12MP Rear Camera,7MP Front Camera,"5G, 4G VOLTE, 4G, 3G, 2G",v5.0,Yes,Yes,Nano Sim + eSIM,5000 mAh,67.3 mm,138.4 mm,144 g,Dual Sim(Nano + eSIM),No,,Midnight
Snexian,Rock,1499,4,Dual Sim,No,No,1.7,0,,32 MB,0.3MP Rear Camera,,2G,,,,Nano Sim + eSIM,800 mAh,67.3 mm,138.4 mm,144 g,Dual Sim,No,,Gold
itel,it5026 Keypad Mobile|1200 mAh battery|Expandable Storage upto 32GB,1289,4,Dual Sim,No,No,2.4,,Single Core,4 MB,2MP Rear Camera,,2G,,No,No,Mini SIM + Mini SIM,1200 mAh,54.5 mm,130.5 mm,79.5 g,Dual Sim,No,,Peacock Green
SAMSUNG,Galaxy A03 Core,6794,4.1,Dual Sim,No,Yes,6.5,Android Q 11,Octa Core,32 GB,8MP Rear Camera,5MP Front Camera,4G VOLTE,v4.2,,Yes,,5000 mAh,75.9 mm,164.2 mm,,Dual Sim,No,,Bronze
SAMSUNG,Galaxy A53,38990,4.1,Dual Sim,Yes,Yes,6.5,Android 12,Octa Core,256 GB,64MP + 12MP + 5MP + 5MP,32MP Front Camera,"5G, 4G, 3G, 2G",v5.1,Yes,,Nano Sim,5000 mAh,74.8 mm,159.6 mm,189 g,Dual Sim,Yes,Primary Camera,Awesome Peach
Infinix,Hot 12 Pro,10999,4.2,Dual Sim,No,Yes,6.6,Android 12,Octa Core,64 GB,50 MP + Depth Lens,8MP Front Camera,"4G, 3G, 2G",v5.0,Yes,Yes,Nano Sim,5000 mAh,75.75 mm,164.22 mm,191 g,Dual Sim,No,,Halo White
Nokia,105 SS 2023,1419,3.9,Single Sim,No,No,1.8,Series 30+,,4 MB,50 MP + Depth Lens,8MP Front Camera,2G,,,,Nano Sim,1000 mAh,75.75 mm,164.22 mm,191 g,Single Sim,No,,CYAN
MOTOROLA,g42,9999,4.2,Dual Sim,No,Yes,6.402,Android 12,Octa Core,64 GB,50MP + 8MP + 2MP,16MP Front Camera,"4G, 3G, 2G",v5.0,Yes,Yes,Nano Sim,5000 mAh,73.47 mm,160.61 mm,175 g,Dual Sim,No,Primary Camera,Atlantic Green
APPLE,Iphone 15 Pro Max,179900,4.8,Dual Sim(Nano + eSIM),No,Yes,6.7,iOS 17,Hexa Core,512 GB,48MP + 12MP + 12MP,12MP Front Camera,"5G, 4G VOLTE, 4G, 3G, 2G",v5.3,Yes,Yes,Nano Sim + eSIM,5000 mAh,76.7 mm,159.9 mm,221 g,Dual Sim(Nano + eSIM),No,Primary Camera,Blue Titanium
Tecno,Spark Go 2023,7290,4.1,Dual Sim,No,Yes,6.56,Android 12,Quad Core,64 GB,13MP Rear Camera,5MP Front Camera,"4G VOLTE, 4G",,Yes,Yes,Nano-SIM,5000 mAh,75.51 mm,163.86 mm,,Dual Sim,No,Primary Camera,Endless Black
Kechaoda,K115,1095,4.1,Dual Sim,No,No,1.44,Android 12,Quad Core,32 MB,0.3MP Rear Camera,,2G,,,,,850 mAh,75.51 mm,163.86 mm,,Dual Sim,No,,Gold
I,Z19 Prime Plus,8799,3.8,Dual Sim,Yes,Yes,6.53,Android Q 13.0,Hexa Core,128 GB,13MP Rear Camera,8MP Front Camera,4G VOLTE,5.1,Yes,Yes,Nano,5000 mAh,,,300 g,Dual Sim,Yes,Primary Camera,Gold
itel,Muzik 110| 1900 mAh battery| Expandable Storage upto 32GB,1249,4.1,Dual Sim,No,No,1.8,,Single Core,4 MB,0.3MP Rear Camera,,2G,v2.1,No,No,Mini SIM + Mini SIM,1900 mAh,51 mm,119.5 mm,91.1 g,Dual Sim,No,,Black
Micromax,X702,1108,3.6,Dual Sim,No,No,2.4,,Single Core,32 MB,0.3MP Rear Camera,,2G,,,,Mini SIM + Mini SIM,1000 mAh,51 mm,119.5 mm,91.1 g,Dual Sim,No,Primary Camera,Black
Itel,Magic2 4G,2380,3.9,Dual Sim,No,No,2.4,,Single Core,128 MB,1.3MP Rear Camera,,"4G, 3G, 2G",v2.1,Yes,,Mini SIM + Mini SIM,1900 mAh,52.5 mm,128.8 mm,95 g,Dual Sim,No,,Black
vivo,Y36,15999,4.2,Dual Sim,No,Yes,6.64,Android 13,Octa Core,128 GB,50MP + 2MP,16MP Front Camera,"2G, 3G, 4G",v5.1,,Yes,Nano Sim,5000 mAh,76.17 mm,164.06 mm,202 g,Dual Sim,No,Primary Camera,Vibrant Gold
vivo,T1 44W,14499,4.5,Dual Sim,Yes,Yes,6.44,Android 12,Octa Core,128 GB,50MP + 2MP + 2MP,16MP Front Camera,"4G, 3G, 2G",v5.1,,Yes,Nano Sim,5000 mAh,73.79 mm,160.8 mm,182 g,Dual Sim,Yes,Primary Camera,Ice Dawn
Xiaomi,11i Hypercharge 5G,23999,4.2,Dual Sim,Yes,Yes,6.67,Android 11,Octa Core,128 GB,108MP + 8MP + 2MP,16MP Front Camera,"5G, 4G VOLTE, 4G, 3G, 2G",v5.2,Yes,Yes,Nano,4500 mAh,76.19 mm,163.65 mm,204 g,Dual Sim,Yes,Primary Camera,Pacific Pearl
Tecno,Camon 20 Pro,21999,4.2,Dual Sim,No,Yes,6.67,Android 13,Octa Core,256 GB,64MP + 2MP + 2MP,32MP Front Camera,"5G, 4G VOLTE, 4G",5.2,Yes,Yes,Nano-SIM,5000 mAh,,,193 g,Dual Sim,No,Primary Camera,Serenity Blue
itel,Power110Neo| 2500 mAh battery| Expandable Storage Upto 32GB,1339,4.5,Dual Sim,No,No,1.8,1,,32 MB,0.3MP Rear Camera,,2G,,,,Nano-SIM,2500 mAh,,,193 g,Dual Sim,No,,Grey
SAMSUNG,Galaxy M14 5G,13880,4.2,Dual Sim,No,Yes,6.6,Android Android 13.0,Octa Core,128 GB,50MP Rear Camera,,"5G, 4G VOLTE",,,,Nano-SIM,6000 mAh,,,193 g,Dual Sim,No,Primary Camera,ICY Silver
OPPO,Reno8T 5G,29999,4.3,Dual Sim,Yes,Yes,6.7,Android 13,Octa Core,128 GB,108MP + 2MP + 2MP,32MP Front Camera,"5G, 4G VOLTE, 4G, 3G, 2G",v5.1,Yes,Yes,Nano Sim,4800 mAh,74.3 mm,162.3 mm,171 g,Dual Sim,Yes,Primary Camera,Midnight Black
Xiaomi,12 Pro 5G,46999,4.1,Dual Sim,No,Yes,6.73,Android 12,Octa Core,256 GB,50MP + 50MP + 50MP,32MP Front Camera,"5G, 4G VOLTE, 4G, 3G, 2G",v5.2,Yes,Yes,Nano Sim,4600 mAh,74.6 mm,163.6 mm,205 g,Dual Sim,No,Primary Camera,Opera Mauve
HOTLINE,CLASSIC,649,2.9,Dual Sim,No,No,1.77,Android 12,Octa Core,32 MB,1.3MP Rear Camera,,2G,,,,Normal,800 mAh,74.6 mm,163.6 mm,205 g,Dual Sim,No,Primary Camera,Wine Red
Cellecor,C60+,1313,3.7,Dual Sim,No,No,1.8,,,32 MB,0.8MP Rear Camera,,2G,,,,,2750 mAh,74.6 mm,163.6 mm,205 g,Dual Sim,No,,ROYAL BLACK
SAMSUNG,GALAXY M13,10639,4.2,Dual Sim,No,Yes,6.6,Android Q 12,Octa Core,64 GB,50MP Rear Camera,,4G VOLTE,,,,,6000 mAh,74.6 mm,163.6 mm,205 g,Dual Sim,No,Primary Camera,Stardust Brown
itel,P40,6995,4.1,Dual Sim,No,Yes,6.6,Android Q,Octa Core,64 GB,13MP Rear Camera,,"4G VOLTE, 4G",,,,,6000 mAh,74.6 mm,163.6 mm,205 g,Dual Sim,No,,Force Black
MOTOROLA,g31,11999,4.2,Dual Sim,Yes,Yes,6.4,Android 11,Octa Core,64 GB,50MP + 8MP + 2MP,13MP Front Camera,"4G, 3G, 2G",v5.0,Yes,Yes,Nano + Nano,5000 mAh,74.6 mm,161.19 mm,180 g,Dual Sim,Yes,Primary Camera,Meteorite Grey
Mi,11X,22490,4.1,Dual Sim,No,Yes,6.67,Android Q 11,Octa Core,128 GB,48MP Rear Camera,,"5G, 4G, 3G, 2G",,,,Nano + Nano,4520 mAh,74.6 mm,161.19 mm,180 g,Dual Sim,No,Primary Camera,Cosmic Black
Cellecor,C60+,1313,3.7,Dual Sim,No,No,1.8,,,32 MB,0.8MP Rear Camera,,2G,,,,,2750 mAh,74.6 mm,161.19 mm,180 g,Dual Sim,No,,RED WINE
OnePlus,11 5G,59995,4.5,Dual Sim,No,Yes,6.7,Android OxygenOS based on Android 13,Octa Core,256 GB,50MP Rear Camera,,5G,,,,,5000 mAh,74.6 mm,161.19 mm,180 g,Dual Sim,No,Primary Camera,Eternal Green
Tecno,Spark Go 2023,7998,4.1,Dual Sim,No,Yes,6.56,Android 12,Quad Core,64 GB,13MP Rear Camera,5MP Front Camera,"4G VOLTE, 4G",,Yes,Yes,Nano-SIM,5000 mAh,75.51 mm,163.86 mm,,Dual Sim,No,Primary Camera,Nebula Purple
